solver_a,solver_b,split,scenario_id,scenario_key,timestamp_a,timestamp_b,signed_gap_a_minus_b,abs_gap
Hydrostatic,MUSCL-HR,train,scenario_009172,train:scenario_009172,0.1771596223115921,0.17708012461662292,7.949769496917725e-05,7.949769496917725e-05
Hydrostatic,MUSCL-HR,train,scenario_009173,train:scenario_009173,0.1774625927209854,0.17746230959892273,2.8312206268310547e-07,2.8312206268310547e-07
Hydrostatic,MUSCL-HR,train,scenario_009174,train:scenario_009174,0.17747388780117035,0.17747363448143005,2.5331974029541016e-07,2.5331974029541016e-07
Hydrostatic,MUSCL-HR,train,scenario_009175,train:scenario_009175,0.17743630707263947,0.17742133140563965,1.4975666999816895e-05,1.4975666999816895e-05
Hydrostatic,MUSCL-HR,train,scenario_009176,train:scenario_009176,0.177425354719162,0.17741917073726654,6.183981895446777e-06,6.183981895446777e-06
Hydrostatic,MUSCL-HR,train,scenario_009177,train:scenario_009177,0.1773931384086609,0.17738859355449677,4.544854164123535e-06,4.544854164123535e-06
Hydrostatic,MUSCL-HR,train,scenario_009178,train:scenario_009178,0.17740245163440704,0.1773972064256668,5.245208740234375e-06,5.245208740234375e-06
Hydrostatic,MUSCL-HR,train,scenario_009179,train:scenario_009179,0.17745879292488098,0.17745627462863922,2.518296241760254e-06,2.518296241760254e-06
Hydrostatic,MUSCL-HR,train,scenario_009180,train:scenario_009180,0.17746344208717346,0.17745883762836456,4.604458808898926e-06,4.604458808898926e-06
Hydrostatic,MUSCL-HR,train,scenario_009181,train:scenario_009181,0.1774744689464569,0.1774744987487793,-2.9802322387695312e-08,2.9802322387695312e-08
Hydrostatic,MUSCL-HR,train,scenario_009182,train:scenario_009182,0.17745493352413177,0.17743250727653503,2.2426247596740723e-05,2.2426247596740723e-05
Hydrostatic,MUSCL-HR,train,scenario_009183,train:scenario_009183,0.1774388700723648,0.1774388998746872,-2.9802322387695312e-08,2.9802322387695312e-08
Hydrostatic,MUSCL-HR,train,scenario_009184,train:scenario_009184,0.1774575263261795,0.17744974792003632,7.778406143188477e-06,7.778406143188477e-06
Hydrostatic,MUSCL-HR,train,scenario_009185,train:scenario_009185,0.17744845151901245,0.17743660509586334,1.1846423149108887e-05,1.1846423149108887e-05
Hydrostatic,MUSCL-HR,train,scenario_009186,train:scenario_009186,0.17725788056850433,0.17724937200546265,8.508563041687012e-06,8.508563041687012e-06
Hydrostatic,MUSCL-HR,train,scenario_009187,train:scenario_009187,0.17740398645401,0.17739646136760712,7.525086402893066e-06,7.525086402893066e-06
Hydrostatic,MUSCL-HR,train,scenario_009188,train:scenario_009188,0.17738766968250275,0.17737212777137756,1.5541911125183105e-05,1.5541911125183105e-05
Hydrostatic,MUSCL-HR,train,scenario_009189,train:scenario_009189,0.17739959061145782,0.1773821860551834,1.7404556274414062e-05,1.7404556274414062e-05
Hydrostatic,MUSCL-HR,train,scenario_009190,train:scenario_009190,0.17747443914413452,0.17747458815574646,-1.4901161193847656e-07,1.4901161193847656e-07
Hydrostatic,MUSCL-HR,train,scenario_009191,train:scenario_009191,0.17747381329536438,0.17747385799884796,-4.470348358154297e-08,4.470348358154297e-08
Hydrostatic,MUSCL-HR,train,scenario_009192,train:scenario_009192,0.1770864576101303,0.17705371975898743,3.27378511428833e-05,3.27378511428833e-05
Hydrostatic,MUSCL-HR,train,scenario_009193,train:scenario_009193,0.17747284471988678,0.17747242748737335,4.172325134277344e-07,4.172325134277344e-07
Hydrostatic,MUSCL-HR,train,scenario_009194,train:scenario_009194,0.17742282152175903,0.17739592492580414,2.689659595489502e-05,2.689659595489502e-05
Hydrostatic,MUSCL-HR,train,scenario_009195,train:scenario_009195,0.17747394740581512,0.17747388780117035,5.960464477539063e-08,5.960464477539063e-08
Hydrostatic,MUSCL-HR,train,scenario_009196,train:scenario_009196,0.17743727564811707,0.1774316132068634,5.662441253662109e-06,5.662441253662109e-06
Hydrostatic,MUSCL-HR,train,scenario_009197,train:scenario_009197,0.17731402814388275,0.17723548412322998,7.8544020652771e-05,7.8544020652771e-05
Hydrostatic,MUSCL-HR,train,scenario_009198,train:scenario_009198,0.17747502028942108,0.17747505009174347,-2.9802322387695312e-08,2.9802322387695312e-08
Hydrostatic,MUSCL-HR,train,scenario_009199,train:scenario_009199,0.17746661603450775,0.177465558052063,1.0579824447631836e-06,1.0579824447631836e-06
Hydrostatic,MUSCL-HR,train,scenario_009200,train:scenario_009200,0.17740963399410248,0.17739419639110565,1.5437602996826172e-05,1.5437602996826172e-05
Hydrostatic,MUSCL-HR,train,scenario_009201,train:scenario_009201,0.1773582249879837,0.17735590040683746,2.3245811462402344e-06,2.3245811462402344e-06
Hydrostatic,MUSCL-HR,train,scenario_009202,train:scenario_009202,0.17740915715694427,0.17739517986774445,1.3977289199829102e-05,1.3977289199829102e-05
Hydrostatic,MUSCL-HR,train,scenario_009203,train:scenario_009203,0.17739231884479523,0.17737753689289093,1.4781951904296875e-05,1.4781951904296875e-05
Hydrostatic,MUSCL-HR,train,scenario_009204,train:scenario_009204,0.1774217039346695,0.17740024626255035,2.1457672119140625e-05,2.1457672119140625e-05
Hydrostatic,MUSCL-HR,train,scenario_009205,train:scenario_009205,0.1774769127368927,0.17747701704502106,-1.043081283569336e-07,1.043081283569336e-07
Hydrostatic,MUSCL-HR,train,scenario_009206,train:scenario_009206,0.17732539772987366,0.17731112241744995,1.4275312423706055e-05,1.4275312423706055e-05
Hydrostatic,MUSCL-HR,train,scenario_009207,train:scenario_009207,0.17746977508068085,0.1774701327085495,-3.5762786865234375e-07,3.5762786865234375e-07
Hydrostatic,MUSCL-HR,train,scenario_009208,train:scenario_009208,0.17748287320137024,0.17751722037792206,-3.434717655181885e-05,3.434717655181885e-05
Hydrostatic,MUSCL-HR,train,scenario_009209,train:scenario_009209,0.17744180560112,0.17742931842803955,1.2487173080444336e-05,1.2487173080444336e-05
Hydrostatic,MUSCL-HR,train,scenario_009210,train:scenario_009210,0.17747527360916138,0.17747515439987183,1.1920928955078125e-07,1.1920928955078125e-07
Hydrostatic,MUSCL-HR,train,scenario_009211,train:scenario_009211,0.17685595154762268,0.1768299639225006,2.5987625122070312e-05,2.5987625122070312e-05
Hydrostatic,MUSCL-HR,train,scenario_009212,train:scenario_009212,0.17740435898303986,0.17739444971084595,9.909272193908691e-06,9.909272193908691e-06
Hydrostatic,MUSCL-HR,train,scenario_009213,train:scenario_009213,0.17742370069026947,0.17742162942886353,2.0712614059448242e-06,2.0712614059448242e-06
Hydrostatic,MUSCL-HR,train,scenario_009214,train:scenario_009214,0.17745114862918854,0.17742513120174408,2.6017427444458008e-05,2.6017427444458008e-05
Hydrostatic,MUSCL-HR,train,scenario_009215,train:scenario_009215,0.1773449182510376,0.17732034623622894,2.4572014808654785e-05,2.4572014808654785e-05
Hydrostatic,MUSCL-HR,train,scenario_009216,train:scenario_009216,0.17743901908397675,0.17742973566055298,9.28342342376709e-06,9.28342342376709e-06
Hydrostatic,MUSCL-HR,train,scenario_009217,train:scenario_009217,0.17747512459754944,0.17747513949871063,-1.4901161193847656e-08,1.4901161193847656e-08
Hydrostatic,MUSCL-HR,train,scenario_009218,train:scenario_009218,0.17729251086711884,0.17726145684719086,3.1054019927978516e-05,3.1054019927978516e-05
Hydrostatic,MUSCL-HR,train,scenario_009219,train:scenario_009219,0.17747294902801514,0.17747312784194946,-1.7881393432617188e-07,1.7881393432617188e-07
Hydrostatic,MUSCL-HR,train,scenario_009220,train:scenario_009220,0.17744958400726318,0.1774376779794693,1.1906027793884277e-05,1.1906027793884277e-05
Hydrostatic,MUSCL-HR,train,scenario_009221,train:scenario_009221,0.17734012007713318,0.17733119428157806,8.925795555114746e-06,8.925795555114746e-06
Hydrostatic,MUSCL-HR,train,scenario_009222,train:scenario_009222,0.17721951007843018,0.17719334363937378,2.6166439056396484e-05,2.6166439056396484e-05
Hydrostatic,MUSCL-HR,train,scenario_009223,train:scenario_009223,0.1774563491344452,0.17745503783226013,1.3113021850585938e-06,1.3113021850585938e-06
Hydrostatic,MUSCL-HR,train,scenario_009224,train:scenario_009224,0.17747332155704498,0.17747282981872559,4.917383193969727e-07,4.917383193969727e-07
Hydrostatic,MUSCL-HR,train,scenario_009225,train:scenario_009225,0.17742420732975006,0.1774214208126068,2.7865171432495117e-06,2.7865171432495117e-06
Hydrostatic,MUSCL-HR,train,scenario_009226,train:scenario_009226,0.17747515439987183,0.17747515439987183,0.0,0.0
Hydrostatic,MUSCL-HR,train,scenario_009227,train:scenario_009227,0.1774342805147171,0.17743033170700073,3.948807716369629e-06,3.948807716369629e-06
Hydrostatic,MUSCL-HR,train,scenario_009228,train:scenario_009228,0.17740364372730255,0.17739570140838623,7.9423189163208e-06,7.9423189163208e-06
Hydrostatic,MUSCL-HR,train,scenario_009229,train:scenario_009229,0.1774555891752243,0.17745333909988403,2.250075340270996e-06,2.250075340270996e-06
Hydrostatic,MUSCL-HR,train,scenario_009230,train:scenario_009230,0.17747068405151367,0.1774711310863495,-4.470348358154297e-07,4.470348358154297e-07
Hydrostatic,MUSCL-HR,train,scenario_009231,train:scenario_009231,0.17733575403690338,0.1772548407316208,8.091330528259277e-05,8.091330528259277e-05
Hydrostatic,MUSCL-HR,train,scenario_009232,train:scenario_009232,0.1774698793888092,0.17747026681900024,-3.8743019104003906e-07,3.8743019104003906e-07
Hydrostatic,MUSCL-HR,train,scenario_009233,train:scenario_009233,0.17742975056171417,0.17742624878883362,3.5017728805541992e-06,3.5017728805541992e-06
Hydrostatic,MUSCL-HR,train,scenario_009234,train:scenario_009234,0.17738449573516846,0.1773795485496521,4.947185516357422e-06,4.947185516357422e-06
Hydrostatic,MUSCL-HR,train,scenario_009235,train:scenario_009235,0.1774386316537857,0.17743800580501556,6.258487701416016e-07,6.258487701416016e-07
Hydrostatic,MUSCL-HR,train,scenario_009236,train:scenario_009236,0.1769862025976181,0.17692147195339203,6.473064422607422e-05,6.473064422607422e-05
Hydrostatic,MUSCL-HR,train,scenario_009237,train:scenario_009237,0.17738942801952362,0.17737609148025513,1.3336539268493652e-05,1.3336539268493652e-05
Hydrostatic,MUSCL-HR,train,scenario_009238,train:scenario_009238,0.17747095227241516,0.17747119069099426,-2.384185791015625e-07,2.384185791015625e-07
Hydrostatic,MUSCL-HR,train,scenario_009239,train:scenario_009239,0.17747433483600616,0.1774742603302002,7.450580596923828e-08,7.450580596923828e-08
Hydrostatic,MUSCL-HR,train,scenario_009240,train:scenario_009240,0.17747505009174347,0.17747509479522705,-4.470348358154297e-08,4.470348358154297e-08
Hydrostatic,MUSCL-HR,train,scenario_009241,train:scenario_009241,0.1774536669254303,0.1774442195892334,9.447336196899414e-06,9.447336196899414e-06
Hydrostatic,MUSCL-HR,train,scenario_009242,train:scenario_009242,0.17744551599025726,0.17744307219982147,2.4437904357910156e-06,2.4437904357910156e-06
Hydrostatic,MUSCL-HR,train,scenario_009243,train:scenario_009243,0.17746086418628693,0.17746205627918243,-1.1920928955078125e-06,1.1920928955078125e-06
Hydrostatic,MUSCL-HR,train,scenario_009244,train:scenario_009244,0.17732129991054535,0.17731459438800812,6.705522537231445e-06,6.705522537231445e-06
Hydrostatic,MUSCL-HR,train,scenario_009245,train:scenario_009245,0.1773451417684555,0.17731495201587677,3.018975257873535e-05,3.018975257873535e-05
Hydrostatic,MUSCL-HR,train,scenario_009246,train:scenario_009246,0.17739111185073853,0.17738494277000427,6.16908073425293e-06,6.16908073425293e-06
Hydrostatic,MUSCL-HR,train,scenario_009247,train:scenario_009247,0.17713989317417145,0.1771409511566162,-1.0579824447631836e-06,1.0579824447631836e-06
Hydrostatic,MUSCL-HR,train,scenario_009248,train:scenario_009248,0.17737935483455658,0.17736947536468506,9.879469871520996e-06,9.879469871520996e-06
Hydrostatic,MUSCL-HR,train,scenario_009249,train:scenario_009249,0.17747560143470764,0.17747558653354645,1.4901161193847656e-08,1.4901161193847656e-08
Hydrostatic,MUSCL-HR,train,scenario_009250,train:scenario_009250,0.17747363448143005,0.17747384309768677,-2.086162567138672e-07,2.086162567138672e-07
Hydrostatic,MUSCL-HR,train,scenario_009251,train:scenario_009251,0.17740975320339203,0.17737466096878052,3.509223461151123e-05,3.509223461151123e-05
Hydrostatic,MUSCL-HR,train,scenario_009252,train:scenario_009252,0.17738008499145508,0.17735452950000763,2.555549144744873e-05,2.555549144744873e-05
Hydrostatic,MUSCL-HR,train,scenario_009253,train:scenario_009253,0.17741596698760986,0.17740727961063385,8.687376976013184e-06,8.687376976013184e-06
Hydrostatic,MUSCL-HR,train,scenario_009254,train:scenario_009254,0.1773957908153534,0.17737992107868195,1.5869736671447754e-05,1.5869736671447754e-05
Hydrostatic,MUSCL-HR,train,scenario_009255,train:scenario_009255,0.1774158477783203,0.17741383612155914,2.0116567611694336e-06,2.0116567611694336e-06
Hydrostatic,MUSCL-HR,train,scenario_009256,train:scenario_009256,0.1774713695049286,0.17747117578983307,1.9371509552001953e-07,1.9371509552001953e-07
Hydrostatic,MUSCL-HR,train,scenario_009257,train:scenario_009257,0.1774631142616272,0.17746374011039734,-6.258487701416016e-07,6.258487701416016e-07
Hydrostatic,MUSCL-HR,train,scenario_009258,train:scenario_009258,0.17730151116847992,0.1772821545600891,1.9356608390808105e-05,1.9356608390808105e-05
Hydrostatic,MUSCL-HR,train,scenario_009259,train:scenario_009259,0.17747434973716736,0.17747437953948975,-2.9802322387695312e-08,2.9802322387695312e-08
Hydrostatic,MUSCL-HR,train,scenario_009260,train:scenario_009260,0.17747394740581512,0.1774737685918808,1.7881393432617188e-07,1.7881393432617188e-07
Hydrostatic,MUSCL-HR,train,scenario_009261,train:scenario_009261,0.1774396151304245,0.17741326987743378,2.6345252990722656e-05,2.6345252990722656e-05
Hydrostatic,MUSCL-HR,train,scenario_009262,train:scenario_009262,0.1774657666683197,0.1774660050868988,-2.384185791015625e-07,2.384185791015625e-07
Hydrostatic,MUSCL-HR,train,scenario_009263,train:scenario_009263,0.17742407321929932,0.17741551995277405,8.553266525268555e-06,8.553266525268555e-06
Hydrostatic,MUSCL-HR,train,scenario_009264,train:scenario_009264,0.17719382047653198,0.17720261216163635,-8.791685104370117e-06,8.791685104370117e-06
Hydrostatic,MUSCL-HR,train,scenario_009265,train:scenario_009265,0.17746204137802124,0.17745991051197052,2.130866050720215e-06,2.130866050720215e-06
Hydrostatic,MUSCL-HR,train,scenario_009266,train:scenario_009266,0.17745162546634674,0.1774420142173767,9.611248970031738e-06,9.611248970031738e-06
Hydrostatic,MUSCL-HR,train,scenario_009267,train:scenario_009267,0.17747244238853455,0.17747126519680023,1.1771917343139648e-06,1.1771917343139648e-06
Hydrostatic,MUSCL-HR,train,scenario_009268,train:scenario_009268,0.17745618522167206,0.1774536520242691,2.5331974029541016e-06,2.5331974029541016e-06
Hydrostatic,MUSCL-HR,train,scenario_009269,train:scenario_009269,0.17746545374393463,0.17746347188949585,1.9818544387817383e-06,1.9818544387817383e-06
Hydrostatic,MUSCL-HR,train,scenario_009270,train:scenario_009270,0.1773708015680313,0.17735765874385834,1.3142824172973633e-05,1.3142824172973633e-05
Hydrostatic,MUSCL-HR,train,scenario_009271,train:scenario_009271,0.17747490108013153,0.17747487127780914,2.9802322387695312e-08,2.9802322387695312e-08
Hydrostatic,MUSCL-HR,train,scenario_009272,train:scenario_009272,0.17742206156253815,0.1774166077375412,5.453824996948242e-06,5.453824996948242e-06
Hydrostatic,MUSCL-HR,train,scenario_009273,train:scenario_009273,0.17735931277275085,0.17735297977924347,6.332993507385254e-06,6.332993507385254e-06
Hydrostatic,MUSCL-HR,train,scenario_009274,train:scenario_009274,0.17747311294078827,0.17747333645820618,-2.2351741790771484e-07,2.2351741790771484e-07
Hydrostatic,MUSCL-HR,train,scenario_009275,train:scenario_009275,0.17746980488300323,0.17746978998184204,1.4901161193847656e-08,1.4901161193847656e-08
Hydrostatic,MUSCL-HR,train,scenario_009276,train:scenario_009276,0.17706386744976044,0.17700694501399994,5.692243576049805e-05,5.692243576049805e-05
Hydrostatic,MUSCL-HR,train,scenario_009277,train:scenario_009277,0.1774435192346573,0.17741334438323975,3.0174851417541504e-05,3.0174851417541504e-05
Hydrostatic,MUSCL-HR,train,scenario_009278,train:scenario_009278,0.17747120559215546,0.17747196555137634,-7.599592208862305e-07,7.599592208862305e-07
Hydrostatic,MUSCL-HR,train,scenario_009279,train:scenario_009279,0.17744912207126617,0.17744487524032593,4.246830940246582e-06,4.246830940246582e-06
Hydrostatic,MUSCL-HR,train,scenario_009280,train:scenario_009280,0.17747166752815247,0.17747032642364502,1.341104507446289e-06,1.341104507446289e-06
Hydrostatic,MUSCL-HR,train,scenario_009281,train:scenario_009281,0.17746463418006897,0.1774645298719406,1.043081283569336e-07,1.043081283569336e-07
Hydrostatic,MUSCL-HR,train,scenario_009282,train:scenario_009282,0.17746734619140625,0.1774672567844391,8.940696716308594e-08,8.940696716308594e-08
Hydrostatic,MUSCL-HR,train,scenario_009283,train:scenario_009283,0.17743489146232605,0.17742884159088135,6.0498714447021484e-06,6.0498714447021484e-06
Hydrostatic,MUSCL-HR,train,scenario_009284,train:scenario_009284,0.1773291528224945,0.17729896306991577,3.018975257873535e-05,3.018975257873535e-05
Hydrostatic,MUSCL-HR,train,scenario_009285,train:scenario_009285,0.17742589116096497,0.17740729451179504,1.8596649169921875e-05,1.8596649169921875e-05
Hydrostatic,MUSCL-HR,train,scenario_009286,train:scenario_009286,0.177463099360466,0.17746366560459137,-5.662441253662109e-07,5.662441253662109e-07
Hydrostatic,MUSCL-HR,train,scenario_009287,train:scenario_009287,0.1772756427526474,0.17725056409835815,2.5078654289245605e-05,2.5078654289245605e-05
Hydrostatic,MUSCL-HR,train,scenario_009288,train:scenario_009288,0.1774703562259674,0.17747075855731964,-4.023313522338867e-07,4.023313522338867e-07
Hydrostatic,MUSCL-HR,train,scenario_009289,train:scenario_009289,0.17743973433971405,0.17743781208992004,1.9222497940063477e-06,1.9222497940063477e-06
Hydrostatic,MUSCL-HR,train,scenario_009290,train:scenario_009290,0.17747429013252258,0.17747429013252258,0.0,0.0
Hydrostatic,MUSCL-HR,train,scenario_009291,train:scenario_009291,0.17745909094810486,0.17746028304100037,-1.1920928955078125e-06,1.1920928955078125e-06
Hydrostatic,MUSCL-HR,train,scenario_009292,train:scenario_009292,0.17742113769054413,0.17740598320960999,1.5154480934143066e-05,1.5154480934143066e-05
Hydrostatic,MUSCL-HR,train,scenario_009293,train:scenario_009293,0.1774687021970749,0.17746831476688385,3.8743019104003906e-07,3.8743019104003906e-07
Hydrostatic,MUSCL-HR,train,scenario_009294,train:scenario_009294,0.17723238468170166,0.17718401551246643,4.836916923522949e-05,4.836916923522949e-05
Hydrostatic,MUSCL-HR,train,scenario_009295,train:scenario_009295,0.17726446688175201,0.17726048827171326,3.978610038757324e-06,3.978610038757324e-06
Hydrostatic,MUSCL-HR,train,scenario_009296,train:scenario_009296,0.17739392817020416,0.17738188803195953,1.2040138244628906e-05,1.2040138244628906e-05
Hydrostatic,MUSCL-HR,train,scenario_009297,train:scenario_009297,0.17739303410053253,0.17737092077732086,2.2113323211669922e-05,2.2113323211669922e-05
Hydrostatic,MUSCL-HR,train,scenario_009298,train:scenario_009298,0.1774723082780838,0.17747201025485992,2.980232238769531e-07,2.980232238769531e-07
Hydrostatic,MUSCL-HR,train,scenario_009299,train:scenario_009299,0.17729130387306213,0.17726215720176697,2.9146671295166016e-05,2.9146671295166016e-05
Hydrostatic,MUSCL-HR,train,scenario_009300,train:scenario_009300,0.17743974924087524,0.1774333268404007,6.42240047454834e-06,6.42240047454834e-06
Hydrostatic,MUSCL-HR,train,scenario_009301,train:scenario_009301,0.17747008800506592,0.17746882140636444,1.2665987014770508e-06,1.2665987014770508e-06
Hydrostatic,MUSCL-HR,train,scenario_009302,train:scenario_009302,0.17747418582439423,0.17747417092323303,1.4901161193847656e-08,1.4901161193847656e-08
Hydrostatic,MUSCL-HR,train,scenario_009303,train:scenario_009303,0.17735329270362854,0.1773350089788437,1.8283724784851074e-05,1.8283724784851074e-05
Hydrostatic,MUSCL-HR,train,scenario_009304,train:scenario_009304,0.177440345287323,0.17742785811424255,1.2487173080444336e-05,1.2487173080444336e-05
Hydrostatic,MUSCL-HR,train,scenario_009305,train:scenario_009305,0.17743666470050812,0.17742808163166046,8.58306884765625e-06,8.58306884765625e-06
Hydrostatic,MUSCL-HR,train,scenario_009306,train:scenario_009306,0.1774342805147171,0.17742691934108734,7.361173629760742e-06,7.361173629760742e-06
Hydrostatic,MUSCL-HR,train,scenario_009307,train:scenario_009307,0.17745937407016754,0.1774546205997467,4.753470420837402e-06,4.753470420837402e-06
Hydrostatic,MUSCL-HR,train,scenario_009308,train:scenario_009308,0.1774728149175644,0.17747271060943604,1.043081283569336e-07,1.043081283569336e-07
Hydrostatic,MUSCL-HR,train,scenario_009309,train:scenario_009309,0.17747384309768677,0.17747370898723602,1.341104507446289e-07,1.341104507446289e-07
Hydrostatic,MUSCL-HR,train,scenario_009310,train:scenario_009310,0.17742609977722168,0.17740975320339203,1.634657382965088e-05,1.634657382965088e-05
Hydrostatic,MUSCL-HR,train,scenario_009311,train:scenario_009311,0.17742760479450226,0.17742399871349335,3.606081008911133e-06,3.606081008911133e-06
Hydrostatic,MUSCL-HR,train,scenario_009312,train:scenario_009312,0.17734523117542267,0.17729756236076355,4.766881465911865e-05,4.766881465911865e-05
Hydrostatic,MUSCL-HR,train,scenario_009313,train:scenario_009313,0.17746855318546295,0.17746716737747192,1.385807991027832e-06,1.385807991027832e-06
Hydrostatic,MUSCL-HR,train,scenario_009314,train:scenario_009314,0.17741398513317108,0.17740553617477417,8.448958396911621e-06,8.448958396911621e-06
Hydrostatic,MUSCL-HR,train,scenario_009315,train:scenario_009315,0.17741736769676208,0.17740285396575928,1.4513731002807617e-05,1.4513731002807617e-05
Hydrostatic,MUSCL-HR,train,scenario_009316,train:scenario_009316,0.17745311558246613,0.17744949460029602,3.6209821701049805e-06,3.6209821701049805e-06
Hydrostatic,MUSCL-HR,train,scenario_009317,train:scenario_009317,0.17741292715072632,0.17740844190120697,4.4852495193481445e-06,4.4852495193481445e-06
Hydrostatic,MUSCL-HR,train,scenario_009318,train:scenario_009318,0.17747414112091064,0.17747296392917633,1.1771917343139648e-06,1.1771917343139648e-06
Hydrostatic,MUSCL-HR,train,scenario_009319,train:scenario_009319,0.177408367395401,0.17740169167518616,6.67572021484375e-06,6.67572021484375e-06
Hydrostatic,MUSCL-HR,train,scenario_009320,train:scenario_009320,0.17747347056865692,0.177473247051239,2.2351741790771484e-07,2.2351741790771484e-07
Hydrostatic,MUSCL-HR,train,scenario_009321,train:scenario_009321,0.17746829986572266,0.17746810615062714,1.9371509552001953e-07,1.9371509552001953e-07
Hydrostatic,MUSCL-HR,train,scenario_009322,train:scenario_009322,0.17739233374595642,0.17735706269741058,3.52710485458374e-05,3.52710485458374e-05
Hydrostatic,MUSCL-HR,train,scenario_009323,train:scenario_009323,0.17746181786060333,0.17745746672153473,4.351139068603516e-06,4.351139068603516e-06
Hydrostatic,MUSCL-HR,train,scenario_009324,train:scenario_009324,0.17744751274585724,0.17744174599647522,5.766749382019043e-06,5.766749382019043e-06
Hydrostatic,MUSCL-HR,train,scenario_009325,train:scenario_009325,0.1774691790342331,0.1774691343307495,4.470348358154297e-08,4.470348358154297e-08
Hydrostatic,MUSCL-HR,train,scenario_009326,train:scenario_009326,0.17745526134967804,0.17745597660541534,-7.152557373046875e-07,7.152557373046875e-07
Hydrostatic,MUSCL-HR,train,scenario_009327,train:scenario_009327,0.17746584117412567,0.17745913565158844,6.705522537231445e-06,6.705522537231445e-06
Hydrostatic,MUSCL-HR,train,scenario_009328,train:scenario_009328,0.17746013402938843,0.1774580031633377,2.130866050720215e-06,2.130866050720215e-06
Hydrostatic,MUSCL-HR,train,scenario_009329,train:scenario_009329,0.17747464776039124,0.17747455835342407,8.940696716308594e-08,8.940696716308594e-08
Hydrostatic,MUSCL-HR,train,scenario_009330,train:scenario_009330,0.17745010554790497,0.1774502396583557,-1.341104507446289e-07,1.341104507446289e-07
Hydrostatic,MUSCL-HR,train,scenario_009331,train:scenario_009331,0.17746102809906006,0.1774565726518631,4.455447196960449e-06,4.455447196960449e-06
Hydrostatic,MUSCL-HR,train,scenario_009332,train:scenario_009332,0.17747043073177338,0.1774703413248062,8.940696716308594e-08,8.940696716308594e-08
Hydrostatic,MUSCL-HR,train,scenario_009333,train:scenario_009333,0.17745913565158844,0.17745360732078552,5.5283308029174805e-06,5.5283308029174805e-06
Hydrostatic,MUSCL-HR,train,scenario_009334,train:scenario_009334,0.17746798694133759,0.17746655642986298,1.430511474609375e-06,1.430511474609375e-06
Hydrostatic,MUSCL-HR,train,scenario_009335,train:scenario_009335,0.1774427741765976,0.17743363976478577,9.134411811828613e-06,9.134411811828613e-06
Hydrostatic,MUSCL-HR,train,scenario_009336,train:scenario_009336,0.17747937142848969,0.17747849225997925,8.791685104370117e-07,8.791685104370117e-07
Hydrostatic,MUSCL-HR,train,scenario_009337,train:scenario_009337,0.17732460796833038,0.17730320990085602,2.1398067474365234e-05,2.1398067474365234e-05
Hydrostatic,MUSCL-HR,train,scenario_009338,train:scenario_009338,0.1774565428495407,0.17745622992515564,3.129243850708008e-07,3.129243850708008e-07
Hydrostatic,MUSCL-HR,train,scenario_009339,train:scenario_009339,0.17745046317577362,0.17744089663028717,9.566545486450195e-06,9.566545486450195e-06
Hydrostatic,MUSCL-HR,train,scenario_009340,train:scenario_009340,0.1774238646030426,0.17740608751773834,1.7777085304260254e-05,1.7777085304260254e-05
Hydrostatic,MUSCL-HR,train,scenario_009341,train:scenario_009341,0.17746064066886902,0.17746084928512573,-2.086162567138672e-07,2.086162567138672e-07
Hydrostatic,MUSCL-HR,train,scenario_009342,train:scenario_009342,0.17747320234775543,0.1774730235338211,1.7881393432617188e-07,1.7881393432617188e-07
Hydrostatic,MUSCL-HR,train,scenario_009343,train:scenario_009343,0.17742468416690826,0.17739641666412354,2.8267502784729004e-05,2.8267502784729004e-05
Hydrostatic,MUSCL-HR,train,scenario_009344,train:scenario_009344,0.177474245429039,0.17747436463832855,-1.1920928955078125e-07,1.1920928955078125e-07
Hydrostatic,MUSCL-HR,train,scenario_009345,train:scenario_009345,0.1774558126926422,0.17744696140289307,8.851289749145508e-06,8.851289749145508e-06
Hydrostatic,MUSCL-HR,train,scenario_009346,train:scenario_009346,0.1774681806564331,0.17746888101100922,-7.003545761108398e-07,7.003545761108398e-07
Hydrostatic,MUSCL-HR,train,scenario_009347,train:scenario_009347,0.177375927567482,0.17732805013656616,4.787743091583252e-05,4.787743091583252e-05
Hydrostatic,MUSCL-HR,train,scenario_009348,train:scenario_009348,0.17741765081882477,0.17741075158119202,6.899237632751465e-06,6.899237632751465e-06
Hydrostatic,MUSCL-HR,train,scenario_009349,train:scenario_009349,0.17660191655158997,0.1765460968017578,5.581974983215332e-05,5.581974983215332e-05
Hydrostatic,MUSCL-HR,train,scenario_009350,train:scenario_009350,0.17745600640773773,0.17745168507099152,4.32133674621582e-06,4.32133674621582e-06
Hydrostatic,MUSCL-HR,train,scenario_009351,train:scenario_009351,0.17747429013252258,0.17747430503368378,-1.4901161193847656e-08,1.4901161193847656e-08
Hydrostatic,MUSCL-HR,train,scenario_009352,train:scenario_009352,0.17745782434940338,0.1774594634771347,-1.6391277313232422e-06,1.6391277313232422e-06
Hydrostatic,MUSCL-HR,train,scenario_009353,train:scenario_009353,0.17734262347221375,0.17730873823165894,3.388524055480957e-05,3.388524055480957e-05
Hydrostatic,MUSCL-HR,train,scenario_009354,train:scenario_009354,0.17747151851654053,0.17747128009796143,2.384185791015625e-07,2.384185791015625e-07
